#time,accel_x,accel_y,accel_z
300.501795,-888.247130,2812.782580,-77528.864398
300.504238,2664.741391,2072.576638,-79061.055394
300.506681,-1480.411884,12879.583391,-75537.016103
300.509153,-444.123565,4145.153275,-75077.358804
300.511626,-740.205942,9030.512492,-74311.263306
300.514099,2072.576638,8734.430116,-75996.673402
300.516571,3256.906145,7698.141797,-79061.055394
300.519044,-5773.606348,9030.512492,-75996.673402
300.521516,0.000000,1480.411884,-76915.987999
300.523989,2516.700203,2516.700203,-76456.330700
300.526462,-3256.906145,8142.265362,-74924.139704
300.528934,-444.123565,7402.059420,-76456.330700
300.531407,-1036.288319,1776.494261,-78907.836294
300.533879,4737.318029,-2664.741391,-77069.207099
300.536352,-8290.306550,3404.947333,-73085.510509
300.538825,-5625.565159,1184.329507,-77682.083497
300.541297,5181.441594,592.164754,-80899.684589
300.543770,-13767.830521,7105.977043,-74158.044206
300.546242,18653.189738,10066.800811,-75996.673402
300.548715,-4441.235652,8438.347739,-74464.482406
300.551188,-25907.207970,1776.494261,-75077.358804
300.553660,33901.432144,-4145.153275,-83044.751983
300.556133,-10807.006753,2664.741391,-76149.892501
300.558605,-13619.789333,8586.388927,-75537.016103
300.561078,-4145.153275,-2960.823768,-78601.398095
300.563551,27535.661042,17764.942608,-77375.645298
300.566023,-21762.054695,19541.436869,-69561.471218
300.568496,-16136.489536,15248.242405,-73391.948708
300.570968,35381.844028,16728.654289,-78294.959896
300.573441,-4441.235652,13323.706956,-76915.987999
300.575914,-31976.896694,3256.906145,-73085.510509
300.578386,39675.038491,6217.729913,-79827.150892
300.580859,-15692.365970,10955.047942,-76762.768900
300.583331,-33309.267390,5181.441594,-73085.510509
300.585804,12731.542202,2072.576638,-77988.521696
300.588277,16284.530724,15248.242405,-75996.673402
300.590749,-17320.819043,19689.478057,-73851.606007
300.593222,-2812.782580,11547.212695,-76609.549800
300.595694,7698.141797,12139.377449,-76456.330700
300.598167,-1184.329507,6513.812290,-76456.330700
300.600640,-8290.306550,6661.853478,-74311.263306
300.603112,-148.041188,7846.182985,-79367.493593
300.605585,9474.636058,10807.006753,-78141.740796
300.608077,5181.441594,8142.265362,-75690.235202
300.610569,-6957.935855,9474.636058,-73545.167808
300.613061,-2960.823768,12583.501014,-73851.606007
300.615553,1036.288319,12435.459826,-78907.836294
300.618045,-888.247130,14063.912898,-76149.892501
300.620537,-2812.782580,17024.736666,-76303.111601
300.623029,6809.894666,13175.665768,-76149.892501
300.625520,740.205942,10955.047942,-75843.454302
300.628012,-8142.265362,11251.130318,-74004.825107
300.630504,-6809.894666,17024.736666,-74004.825107
300.632996,1332.370696,2368.659014,-80133.589091
300.635488,15544.324782,888.247130,-79980.369991
300.637980,-10658.965565,16580.613101,-72932.291410
300.640472,-10510.924376,9178.553681,-75230.577904
300.642964,29460.196492,6957.935855,-79673.931792
300.645456,-11843.295072,19541.436869,-74311.263306
300.647948,-21465.972318,13619.789333,-72319.415011
300.650440,32124.937883,12583.501014,-76762.768900
300.652932,-26499.372724,3256.906145,-76303.111601
300.655424,-38046.585419,8734.430116,-72779.072310
300.657916,11991.336260,-9326.594869,-79980.369991
300.660408,23834.631332,-10807.006753,-82278.656485
300.662900,-19837.519246,13619.789333,-74158.044206
300.665392,-20725.766376,5181.441594,-75077.358804
300.667884,31680.814318,-3849.070898,-81665.780087
300.670376,-16284.530724,10955.047942,-75383.797003
300.672868,-11991.336260,11399.171507,-74311.263306
300.675360,23538.548956,3108.864956,-79673.931792
300.677852,-7402.059420,740.205942,-78754.617194
300.680343,-9770.718434,2960.823768,-74311.263306
300.682835,-1332.370696,1184.329507,-75383.797003
300.685327,5921.647536,1036.288319,-79214.274493
300.687819,-2220.617826,12139.377449,-78141.740796
300.690311,-6957.935855,9178.553681,-74464.482406
300.692803,3552.988522,3997.112087,-74464.482406
300.695295,2960.823768,9474.636058,-75383.797003
300.697787,-1036.288319,6217.729913,-77835.302597
300.700279,1036.288319,6661.853478,-78907.836294
300.702771,-1776.494261,5033.400406,-77682.083497
300.705263,-3849.070898,3849.070898,-74311.263306
300.707770,-1332.370696,3108.864956,-75690.235202
300.710277,2960.823768,592.164754,-78601.398095
300.712783,4737.318029,148.041188,-79061.055394
300.715290,-3701.029710,5477.523971,-76149.892501
300.717797,-5181.441594,2812.782580,-76303.111601
300.720304,-2072.576638,-1332.370696,-78754.617194
300.722811,-2960.823768,3256.906145,-74617.701505
300.725318,12139.377449,10214.842000,-76762.768900
300.727824,6809.894666,5329.482782,-78141.740796
300.730331,-31532.773129,8290.306550,-74617.701505
300.732838,20281.642811,-5477.523971,-81972.218286
300.735345,8734.430116,-1332.370696,-77375.645298
300.737852,-18653.189738,10658.965565,-73545.167808
300.740359,6513.812290,296.082377,-79520.712692
300.742865,14804.118840,22354.219448,-76609.549800
300.745372,-28127.825796,21317.931130,-68642.156621
300.747879,3849.070898,15396.283594,-74004.825107
300.750386,30644.525999,18505.148550,-75843.454302
300.752893,10066.800811,11991.336260,-76762.768900
300.755400,-36862.255912,8438.347739,-72166.195912
300.757906,30644.525999,4589.276840,-80746.465489
300.760413,-1480.411884,9326.594869,-78294.959896
300.762920,-28571.949361,6217.729913,-72932.291410
300.765427,23390.507767,2220.617826,-76915.987999
300.767934,-592.164754,18209.066173,-73545.167808
300.770441,-15544.324782,17616.901420,-74311.263306
300.772947,10066.800811,11251.130318,-78448.178995
300.775454,4737.318029,16728.654289,-75537.016103
300.777961,-148.041188,8290.306550,-75383.797003
300.780468,-5181.441594,7254.018232,-74004.825107
300.782975,-2812.782580,9918.759623,-77375.645298
300.785482,7846.182985,9770.718434,-79520.712692
300.787988,-1628.453072,6217.729913,-77069.207099
300.790495,-4145.153275,10510.924376,-72472.634111
300.793002,3256.906145,13915.871710,-74004.825107
300.795509,-4293.194464,10658.965565,-77069.207099
300.798016,-5181.441594,21317.931130,-75383.797003
300.800523,7105.977043,18209.066173,-75230.577904
300.803029,5921.647536,6809.894666,-77069.207099
300.805536,-9326.594869,3997.112087,-75230.577904
300.808055,-7846.182985,17764.942608,-73085.510509
300.810573,-3849.070898,5329.482782,-77988.521696
300.813092,14359.995275,-296.082377,-82125.437386
300.815610,-5477.523971,18653.189738,-73851.606007
300.818129,-20725.766376,12139.377449,-72932.291410
300.820648,30496.484810,5625.565159,-80899.684589
300.823166,-3404.947333,17616.901420,-76149.892501
300.825685,-23686.590144,19245.354492,-70174.347617
300.828203,-25907.207970,3997.112087,-74464.482406
300.830722,38342.667796,-12583.501014,-84576.942979
300.833240,-13767.830521,2812.782580,-77069.207099
300.835759,-28423.908173,6957.935855,-71400.100414
300.838278,27683.702231,-4145.153275,-78294.959896
300.840796,11103.089130,13619.789333,-76762.768900
300.843315,-34937.720462,18949.272115,-70174.347617
300.845833,11103.089130,5033.400406,-75843.454302
300.848352,14211.954086,9326.594869,-78448.178995
300.850870,-17764.942608,14359.995275,-75843.454302
300.853389,-8586.388927,1628.453072,-76762.768900
300.855907,19245.354492,-4293.194464,-79367.493593
300.858426,-2960.823768,3997.112087,-75843.454302
300.860945,-7105.977043,4885.359217,-74770.920605
300.863463,1332.370696,6661.853478,-77528.864398
300.865982,2664.741391,9918.759623,-78601.398095
300.868500,-4589.276840,9918.759623,-74617.701505
300.871019,-3108.864956,6365.771101,-73085.510509
300.873537,3997.112087,5477.523971,-76915.987999
300.876056,4145.153275,4441.235652,-79673.931792
300.878575,-3108.864956,6661.853478,-77682.083497
300.881093,-3701.029710,3997.112087,-72779.072310
300.883612,-1480.411884,-148.041188,-76456.330700
300.886130,6069.688724,-444.123565,-77375.645298
300.888572,-3256.906145,1332.370696,-76149.892501
300.891014,1480.411884,7550.100608,-77528.864398
300.893456,-2960.823768,5921.647536,-77682.083497
300.895898,-888.247130,-1332.370696,-77528.864398
300.898340,-11695.253884,5921.647536,-72932.291410
300.900781,-12731.542202,11547.212695,-73238.729609
300.903223,30348.443622,-2516.700203,-81206.122788
300.905665,-888.247130,16284.530724,-76609.549800
300.908107,-34937.720462,7550.100608,-71400.100414
